product_id,reviews.rating,customer_id
11234,5,43366331
11234,5,50772322
11234,5,16174558
11234,5,52978754
11234,5,42391754
11234,5,25659526
11234,5,36816790
11234,5,47702658
11234,5,10876480
11234,5,18222730
11234,5,125528
11234,5,8225931
11234,5,28229097
11234,5,49250634
11234,5,20745964
11234,5,52944305
11234,5,10504818
11234,5,33161270
11234,5,15993766
11234,4,6190691
11234,4,48431246
11234,4,23826451
11234,5,97309
11234,5,32038204
11234,5,11324071
11234,4,15214426
11234,5,1159274
11234,5,37396671
11234,5,25190579
11234,5,19682713
11234,4,36820048
11234,5,25350258
11234,5,41270060
11234,5,49911379
11234,5,23826451
11234,4,530848
11234,5,2830811
11234,5,52001826
11234,5,21480574
11234,5,33631058
11234,5,20748624
11234,5,15046514
11234,5,47625574
11234,4,3475081
11234,5,36616212
11234,5,47755069
11234,5,42654041
11234,5,24594507
11234,5,41737036
11234,5,41064051
11234,5,1004131
11234,5,19804332
11234,4,188059
11234,5,32968814
11234,5,16166868
11234,4,2302064
11234,5,43692768
11234,5,31162331
11234,5,21332512
11234,5,17447517
11234,5,44245595
11234,5,216377
11234,5,30987150
11234,5,40932223
11234,1,9312568
11234,2,17161394
11234,4,2475902
11234,4,43978148
11234,4,41999511
11234,5,37221728
11234,5,16832823
11234,5,34121049
11234,5,221245
11234,4,49583116
11234,5,23616875
11234,5,31418346
11234,5,52929536
11234,5,35288671
11234,5,51010048
11234,5,43453006
11234,5,31012670
11234,5,17057253
11234,4,27472230
11234,4,9706523
11234,5,13315279
11234,5,5807833
11234,4,34088837
11234,5,18384477
11234,5,32971923
11234,5,18584978
11234,3,17200318
11234,5,24243069
11234,5,115345
11234,5,38892738
11234,4,132702
11234,4,2207421
11234,5,31678700
11234,5,19503480
11234,5,9600366
11234,4,13308005
11234,5,43013586
11234,5,15165957
11234,5,14338649
11234,5,41659434
11234,5,51698598
11234,4,25450436
11234,5,45101321
11234,5,4888142
11234,5,1148824
11234,4,13532681
11234,5,42133558
11234,5,14694341
11234,5,16606927
11234,5,2898658
11234,3,45941344
11234,5,2260642
11234,5,14908944
11234,5,38367373
11234,5,52779789
11234,5,15210029
11234,5,49873582
11234,5,16358458
11234,5,111930
11234,5,48585750
11234,3,33802888
11234,5,37084616
11234,5,14225036
11234,5,39412339
11234,5,1401222
11234,5,43513634
11234,5,17679177
11234,5,11491447
11234,5,26412526
11234,5,25780394
11234,4,25480860
11234,5,18012236
11234,5,50027179
11234,5,10395219
11234,4,2737267
11234,5,10508006
11234,4,45702927
11234,5,16960773
11234,4,41543390
11234,5,2063075
11234,5,48424535
11234,5,7431437
11234,4,19403480
11234,4,5677556
11234,5,18179651
11234,5,25395853
11234,5,12125085
11234,5,50283277
11234,2,924194
11234,5,43101718
11234,5,11067742
11234,5,16985613
11234,5,41742791
11234,5,14544335
11234,5,51168531
11234,5,17105613
11234,3,170713
11234,4,2117966
11234,5,1907645
11234,5,21330202
11234,5,32467074
11234,5,110441
11234,3,11491447
11234,5,10557964
11234,5,2079938
11234,5,11197068
11234,5,26086779
11234,5,10370463
11234,2,2497803
11234,5,7862682
11234,5,15219852
11234,5,10420191
11234,5,44157787
11234,5,16656300
11234,5,21279067
11234,4,51746033
11234,5,14400882
11234,5,24659376
11234,4,1297040
11234,5,32074436
11234,5,647813
11234,5,18541746
11234,5,44471200
11234,5,22626548
11234,5,7274926
11234,5,44372706
11234,5,40083673
11234,4,36866008
11234,5,14414189
11234,5,13534991
11234,5,34746289
11234,5,1361598
11234,5,48546710
11234,5,44456431
11234,5,18132839
11234,5,781699
11234,5,34307691
11234,5,13659988
11234,5,1119536
11234,4,1913472
11234,4,27278599
11234,3,6248546
11234,5,22654450
11234,5,47526898
11234,5,13585462
11234,5,39018235
11234,5,16277617
11234,5,47945887
11234,5,16189998
11234,1,14884896
11234,4,1276529
11234,3,30554689
11234,5,50828413
11234,3,51486778
11234,4,21032808
11234,2,42049863
11234,5,2487899
11234,5,45947289
11234,5,16120627
11234,3,6206076
11234,2,49796412
11234,5,46609348
11234,5,32384953
11234,4,1258489
11234,2,18213383
11234,4,40392893
11234,4,21518557
11234,4,40676786
11234,5,1258192
11234,4,1578888
11234,4,30959841
11234,1,28244253
11234,5,34451018
11234,4,9409243
11234,5,33421390
11234,5,51672005
11234,3,3054781
11234,5,41143885
11234,5,46795920
11234,5,1337315
11234,5,24060667
11234,5,48538716
11234,1,1590685
11234,5,39532206
11234,4,45311432
11234,5,11778320
11234,1,12342948
11234,4,37257853
11234,2,51629767
11234,5,49796412
11234,5,27567125
11234,5,15772725
11234,5,30554689
11234,1,48325083
11234,5,2657694
11234,5,932359
11234,5,10705335
11234,5,38518519
11234,5,12405999
11234,5,2577126
11234,5,24901405
11234,5,676937
11234,5,23516414
11234,4,21714269
11234,5,17538571
11234,5,19974022
11234,5,34612131
11234,5,11927311
11234,5,12601913
11234,,44131190
11234,,319219
11234,,20992492
11234,,300810
11234,,2444916
11234,,50796456
11234,,43801725
11234,,219493
11234,,143247
11234,,38145434
11234,,2839399
11234,,20873755
1324,5,14569513
1324,5,125368
1324,4,16412536
1324,5,10884555
1324,5,18007119
1324,5,47796796
1324,5,12050162
1324,5,47939258
1324,5,20471903
1324,5,1369523
1324,4,16581575
1324,1,24162017
1324,4,15166109
1324,4,18980754
1324,5,24621469
1324,5,18131269
1324,4,23905269
1324,3,23283210
1324,5,9564198
1324,5,14173434
1324,,3698606
1324,5,40481790
1324,5,21204337
1324,4,29092404
1324,5,14515842
1324,5,13363427
1324,5,18754522
1324,5,9972186
1324,5,46917633
1324,5,23677792
1324,5,12259473
1324,4,18206655
1324,4,19674995
1324,5,341985
1324,4,42202276
1324,4,10324447
1324,5,143485
1324,5,15573973
1324,4,18899013
1324,5,19049328
1324,1,1180138
1324,,39472629
1324,5,26337051
1324,5,749988
1324,5,20011013
1324,5,17748125
1324,5,158576
1324,2,13577585
1324,4,49188005
1324,5,31394982
1324,5,13529886
1324,5,42532274
1324,5,174541
1324,5,26309774
1324,1,14315429
1324,,33072806
1324,4,50915556
1324,,33718161
1324,5,15305824
1324,4,24331993
1324,5,2975277
1324,4,2043817
1324,3,42416609
1324,4,1820813
1324,5,47370130
1324,4,44900248
1324,5,41724080
1324,5,792596
1324,5,28581092
1324,4,14250726
1324,5,14054766
1324,4,48756437
1324,,28736123
1324,3,36872336
1324,,3010670
1324,4,13895839
1324,,46117227
1324,5,12939903
1324,5,5001692
1324,5,27169479
1324,5,6007538
1324,5,25189829
1324,,43217023
1142,5,39406815
1142,4,26006963
1142,5,24037047
1142,5,29866142
1142,4,1978791
1142,3,11975173
1142,5,31260165
1142,4,24929679
1142,3,2754127
1142,5,21212013
1142,5,135524
1142,5,42599998
1142,4,9808333
1142,3,48023385
1142,4,48959028
1142,5,1830565
1142,5,147918
1142,5,20886728
1142,5,20737314
1142,3,23026023
1142,5,193547
1142,5,13526632
1142,5,42194372
1142,5,37990472
1142,5,52811628
1142,5,41217062
1142,5,37293313
1142,4,46336021
1142,5,14783707
1142,4,22631928
1142,5,12290054
1142,4,2055063
1142,5,13940487
1142,5,43114127
1142,5,13137510
1142,5,33177916
1142,4,1397686
1142,4,45880701
1142,5,196208
1142,5,14007674
1142,5,10083108
1142,4,9590974
1142,3,120586
1142,5,2294292
1142,4,1989345
1142,5,28622495
1142,5,32588808
1142,5,13647366
1142,5,17130045
1142,5,13804717
1142,5,44732323
1142,5,51711274
1142,5,46847564
1142,5,29625798
1142,5,13346022
1142,5,24187297
1142,5,1142401
1142,4,28483952
1142,3,633824
1142,5,21155796
1142,5,19711512
1142,5,22951343
1142,4,4788827
1142,3,22504911
1142,5,45061643
1142,3,45418309
1142,5,680427
1142,5,48252051
1142,5,52517756
1142,5,19891447
1142,2,20963589
1142,1,18598950
1142,5,31222274
1142,4,2427599
1142,5,49881410
1142,4,20238293
1142,5,7137043
1142,4,6045578
1142,4,21714866
1142,4,2430654
1142,5,22509782
1142,3,14943157
1142,5,6082632
1142,5,43654918
1142,4,2687770
1142,4,6832482
1142,4,11296176
1142,4,12730580
1142,2,800534
1142,4,42331191
1142,5,51508383
1142,5,1034122
1142,5,8827624
1142,5,414135
1142,4,15497542
1142,5,41034160
1142,5,20546656
1142,5,36874463
1142,5,13067532
1142,4,17762999
1142,5,40658843
1142,5,14135088
1142,5,4744072
1142,4,4458818
1142,4,45449343
1142,5,50371142
1142,5,235096
1142,5,13425525
1142,5,30472935
1142,5,43158371
1142,5,1018631
1142,5,41211915
1142,4,23354611
1142,4,41313162
1142,4,34340491
1142,5,32059236
1142,5,769801
1142,5,26347271
1142,5,13894352
1142,4,44575314
1142,5,12887792
1142,4,47240274
1142,5,37739826
1142,4,14554212
1142,4,11940856
1142,4,21580297
1142,5,47394857
1142,5,41239538
1142,3,31480268
1142,1,10335636
1142,5,15541903
1142,5,31329030
1142,5,31953949
1142,4,24486730
1142,5,36548461
1142,5,19649531
1142,5,46713153
1142,5,17187662
1142,4,13534413
1142,5,52831383
1142,5,53060947
1142,5,657064
1142,5,34777582
1142,4,5218375
1142,3,16135141
1142,5,41745530
1142,4,21541038
1142,2,1297040
1142,1,12335748
1142,4,20414899
1142,5,39367744
1142,5,36848935
1142,5,2315654
1142,5,25328707
1142,4,30578494
1142,5,45699587
1142,5,1067307
1142,4,27744462
1142,4,47527079
1142,4,13039727
1543,5,24497275
1543,5,40961802
1543,5,11184728
1543,4,37392238
1543,3,13133371
1543,4,45204965
1543,5,35383974
1543,4,2575622
1543,5,53006695
1543,4,12887631
1543,5,26111088
1543,3,26462423
1543,1,33795443
1543,3,40022802
1543,5,48094224
1543,5,46111284
1543,5,34740951
1543,4,49435754
1543,5,12320806
1543,5,19259866
1543,5,36521099
1543,5,52697046
1543,4,520400
1543,4,18658991
1543,1,250763
1543,5,43773798
1543,4,37346983
1543,5,1112794
1543,1,47210274
1543,5,10653405
1543,5,18020967
1543,5,36987915
1543,4,21449141
1543,4,19275244
1543,4,886278
1543,5,42143398
1543,4,1860086
1543,5,22178713
1543,5,23358408
1543,5,39454547
1543,4,348783
1543,4,5443541
1543,4,48497399
1543,4,153623
1543,5,1047355
1543,5,30646298
1543,5,34544391
1543,5,12766367
1543,4,46095475
1543,3,24676585
1543,3,41176333
1543,5,15019134
1543,5,35876187
1543,5,36657077
1543,5,39983532
1543,4,3338964
1543,4,836063
1543,3,18804800
1543,5,4052387
1543,5,24129368
1543,3,49236050
1543,4,1699349
1543,4,50896386
1543,3,1580192
1543,4,14028763
1543,4,14435268
1543,5,3798365
1543,5,1079519
1543,5,52674826
1543,5,29671204
1543,5,111932
1543,4,39030830
1543,4,30063978
1543,5,39948376
1543,5,46827382
1543,3,31687702
1543,5,15151275
1543,4,16300936
1543,4,49349073
1543,4,52862834
1543,4,16502966
1543,5,41809728
1543,4,15037519
1543,5,23032177
1543,5,11520149
1543,5,43540981
1543,5,34005760
1543,5,52056685
1543,5,6055713
1543,1,46191937
1543,5,30804432
1543,3,47241428
1543,4,39818014
1543,5,20408661
1543,3,19707203
1543,4,16196818
1543,5,13051014
1543,4,9618451
1543,5,18154084
1543,5,14019850
102,4,28417319
102,4,42696015
102,5,2867186
102,5,51261323
102,5,10050486
102,2,154989
102,5,49000327
102,4,14902885
102,4,18653653
102,4,42631024
102,3,18106374
102,4,20307393
102,5,39257726
102,4,41520571
102,5,10407769
102,4,21545969
102,4,37025677
102,5,50421178
102,5,38195398
102,4,38234071
102,5,10163944
102,5,26908316
102,3,49658108
102,4,36661710
102,5,23775884
102,4,546920
102,4,1037364
102,5,26703087
102,5,2271111
102,5,305806
102,5,12182575
102,5,11771075
102,5,13051014
102,5,3927296
102,5,1932224
102,5,47302888
102,5,35383637
102,5,47684423
102,5,52633909
102,5,2089124
102,5,40114762
102,4,16199454
102,5,40250715
102,5,36150664
102,5,18864420
102,5,29243054
102,4,31477725
102,5,11533781
102,5,4298800
102,5,39348849
102,5,201115
102,4,1804889
102,5,13034621
102,4,37443727
102,4,14458914
102,5,28710645
102,5,11258248
102,5,42040611
102,5,49386823
102,5,51563878
102,4,11139626
102,5,6396777
102,5,14324509
102,5,7822109
102,4,46007843
102,5,9883480
102,4,44776224
102,5,34389704
102,5,49398124
102,5,3214563
102,5,3770191
102,5,52774082
102,5,8043768
102,5,12410393
102,5,10974459
102,5,29187259
102,5,26790387
102,5,17783165
102,5,11147291
102,5,25725264
102,4,51545051
102,4,15176382
102,5,17162260
102,4,25355266
102,5,211231
102,4,232595
102,5,34621407
102,4,27148028
102,4,53075795
102,5,34446441
102,5,9841303
102,5,6461050
102,5,23746886
102,5,40987180
102,4,48495061
102,5,658913
102,1,20422322
102,5,40835037
102,2,51469641
102,5,4332923
102,5,44855305
102,4,7846966
102,4,21299354
102,5,28902968
102,5,2074438
102,5,48701722
102,5,2990247
102,4,52946117
102,4,49359994
102,5,4158732
102,5,18944032
102,5,279606
102,5,10947966
102,5,18387442
102,5,48950322
102,5,48148197
102,5,133451
102,5,24863069
102,2,6202237
102,5,23652105
102,5,399812
102,5,48805811
102,5,528818
102,5,10757416
102,5,30841819
102,5,32397073
102,5,22070226
102,5,37645678
102,5,22480021
102,5,27920584
102,5,49109878
102,,4159021
102,,14738400
102,,29340349
102,,53076619
102,,43493634
102,,48689977
102,,3962209
102,,26081688
102,,42129235
102,,36246895
102,,10247168
102,,45774171
825,5,47448980
825,5,39550519
825,5,2476375
825,5,16801898
825,5,22190196
825,5,26192749
825,5,52894341
825,5,48501328
825,5,41581336
825,5,27397668
825,4,29138846
825,4,16890980
825,4,10583612
825,5,18204093
825,5,1792911
825,5,42865544
825,5,19658274
825,5,34323478
825,1,2572900
825,5,12256390
825,5,9094748
825,5,15532751
825,5,47952503
825,5,43355838
825,5,2079819
825,5,48001426
825,5,47454014
825,3,25032689
825,5,49648764
825,5,9485656
825,4,24055001
825,5,5410422
825,4,20891093
825,5,43106426
825,5,12061025
825,4,43301254
825,5,40963441
825,5,40085728
825,5,25226778
825,5,16010470
825,5,11833191
825,5,27149573
825,5,15537118
825,5,12086691
825,5,46061275
825,5,43118374
825,5,44239442
825,5,1244351
825,5,3056784
825,5,11363046
825,5,14970541
825,5,6356913
825,5,15909878
825,5,21884750
825,5,5766270
825,4,24644096
825,4,46193396
825,5,45150942
825,5,25289305
825,5,50828061
825,5,23166943
825,5,35081969
825,5,24069312
825,4,14537061
825,5,52131552
825,5,9881235
825,5,131440
825,5,15598455
825,5,37813397
825,5,2997654
825,5,41861544
825,5,28454959
825,5,31469925
825,4,49549198
825,4,15507336
825,5,11869862
825,5,42865010
825,5,1828023
825,5,52529723
825,5,3360607
825,5,17559184
825,5,16045037
825,5,28997083
825,5,10425749
825,5,20865748
825,5,49242514
825,5,13007309
825,5,2346214
825,5,30059074
825,5,31976175
825,5,18007103
825,5,10415884
825,5,41558694
825,5,45926870
825,5,2009393
825,5,3207933
825,4,28733547
825,5,50984499
825,5,21687432
825,5,38360101
825,4,10480122
825,5,4375234
825,5,45575279
825,3,19909472
825,5,445209
825,4,33266818
825,5,36525697
825,5,14579833
825,5,33276605
825,5,44004584
825,5,3346319
825,4,2265767
927,1,45506193
927,4,7737019
927,5,31860059
927,5,33582678
927,5,30804678
927,5,33722929
927,5,43050661
927,5,15821693
927,5,38186679
927,1,1304395
927,4,24318000
927,5,48143398
927,4,6223256
927,5,13418761
927,5,6293745
927,5,52352506
927,5,787281
927,5,27053976
927,4,34426421
927,2,19709513
927,4,46357896
927,5,176073
927,4,15600710
927,5,16646171
927,4,45286795
927,5,139230
927,5,15032270
927,5,44448129
927,5,36402631
927,5,52223478
927,4,30507637
927,5,40393518
927,5,23780390
927,3,19832313
927,4,25750755
927,5,12956836
927,3,2649879
927,4,4560446
927,5,1195910
927,5,23712110
927,3,27510710
927,4,11126362
927,5,9097384
927,5,50751819
927,5,51690465
927,5,3466885
927,4,51033952
927,5,29182640
927,5,27883925
927,5,33114747
927,4,38712635
927,4,32133759
927,5,4361811
927,4,47094570
927,5,15331139
927,4,27470887
927,5,26155827
927,2,3243071
927,5,6301648
927,5,14045173
927,5,12908465
927,4,43366331
927,5,50772322
927,4,16174558
927,4,52978754
927,5,42391754
927,5,25659526
927,5,36816790
927,5,47702658
927,5,10876480
927,5,18222730
927,4,125528
927,5,8225931
927,4,28229097
927,5,49250634
927,5,20745964
927,5,52944305
927,5,10504818
927,4,33161270
927,3,15993766
927,4,6190691
927,4,48431246
927,5,23826451
927,5,97309
927,5,32038204
927,4,11324071
927,3,15214426
927,4,1159274
927,5,37396671
927,3,25190579
927,4,19682713
927,4,36820048
927,1,25350258
927,4,41270060
927,4,49911379
927,4,23826451
927,5,530848
927,4,2830811
927,5,52001826
927,3,21480574
927,4,33631058
927,1,20748624
927,4,15046514
927,5,47625574
927,5,3475081
927,1,36616212
927,5,47755069
927,4,42654041
927,5,24594507
927,5,41737036
927,5,41064051
927,4,1004131
927,4,19804332
927,4,188059
927,5,32968814
927,4,16166868
927,5,2302064
927,4,43692768
927,5,31162331
927,5,21332512
927,5,17447517
927,4,44245595
927,5,216377
927,5,30987150
927,4,40932223
927,4,9312568
927,5,17161394
927,5,2475902
927,4,43978148
927,4,41999511
927,4,37221728
927,5,16832823
927,1,34121049
927,4,221245
927,4,49583116
927,5,23616875
927,5,31418346
927,5,52929536
927,3,35288671
927,5,51010048
927,4,43453006
927,4,31012670
927,1,17057253
927,4,27472230
927,5,9706523
927,4,13315279
927,4,5807833
927,5,34088837
927,5,18384477
927,5,32971923
927,5,18584978
927,4,17200318
927,3,24243069
927,3,115345
6123,5,38892738
6123,3,132702
6123,5,2207421
6123,4,31678700
6123,5,19503480
6123,5,9600366
6123,5,13308005
6123,3,43013586
6123,5,15165957
6123,5,14338649
6123,4,41659434
6123,5,51698598
6123,4,25450436
6123,4,45101321
6123,5,4888142
6123,5,1148824
6123,4,13532681
6123,5,42133558
6123,5,14694341
6123,5,16606927
6123,5,2898658
6123,5,45941344
6123,3,2260642
6123,5,14908944
6123,4,38367373
6123,1,52779789
6123,3,15210029
6123,5,49873582
6123,5,16358458
6123,4,111930
6123,5,48585750
6123,4,33802888
6123,3,37084616
6123,4,14225036
6123,5,39412339
6123,5,1401222
6123,5,43513634
6123,4,17679177
6123,5,11491447
6123,3,26412526
6123,5,25780394
6123,5,25480860
6123,4,18012236
6123,5,50027179
6123,5,10395219
6123,5,2737267
6123,5,10508006
6123,5,45702927
6123,5,16960773
6123,5,41543390
6123,5,2063075
6123,5,48424535
6123,5,7431437
6123,5,19403480
6123,5,5677556
6123,4,18179651
6123,5,25395853
6123,4,12125085
6123,5,50283277
6123,5,924194
6123,5,43101718
6123,5,11067742
6123,5,16985613
6123,4,41742791
6123,4,14544335
6123,5,51168531
6123,4,17105613
6123,4,170713
6123,5,2117966
6123,5,1907645
6123,5,21330202
6123,5,32467074
6123,5,110441
6123,5,10557964
6123,5,2079938
6123,5,11197068
6123,4,26086779
6123,5,10370463
6123,3,2497803
6123,5,7862682
6123,5,15219852
6123,4,10420191
6123,5,44157787
6123,4,16656300
6123,3,21279067
6123,5,51746033
6123,5,14400882
6123,4,24659376
6123,3,1297040
6123,4,32074436
6123,3,647813
6123,5,18541746
6123,3,44471200
6123,4,22626548
6123,3,7274926
6123,5,44372706
6123,4,40083673
6123,5,36866008
6123,4,14414189
6123,4,13534991
6123,5,34746289
6123,3,1361598
6123,4,48546710
6123,5,44456431
6123,4,18132839
6123,4,781699
6123,2,34307691
6123,5,13659988
6123,4,1119536
6123,5,1913472
6123,3,27278599
6123,5,6248546
6123,2,22654450
6123,5,47526898
6123,5,13585462
6123,1,39018235
6123,5,16277617
6123,5,47945887
6123,5,16189998
6123,5,14884896
6123,5,1276529
6123,5,30554689
6123,3,50828413
6123,4,51486778
6123,5,21032808
6123,5,42049863
6123,3,2487899
6123,5,45947289
6123,5,16120627
6123,4,6206076
6123,5,49796412
6123,5,46609348
6123,5,32384953
6123,5,1258489
6123,5,18213383
6123,5,40392893
6123,5,21518557
6123,5,40676786
6123,4,1258192
6123,,1578888
6123,,30959841
6123,,28244253
6123,,34451018
6123,,9409243
6123,,33421390
6123,,51672005
6123,,3054781
7182,5,41143885
7182,3,46795920
7182,5,1337315
7182,5,24060667
7182,5,48538716
7182,4,1590685
7182,5,39532206
7182,5,45311432
7182,4,11778320
7182,3,12342948
7182,5,37257853
7182,3,51629767
7182,5,49796412
7182,5,27567125
7182,4,15772725
7182,5,30554689
7182,5,48325083
7182,4,2657694
7182,3,932359
7182,1,10705335
7182,5,38518519
7182,4,12405999
7182,5,2577126
7182,4,24901405
7182,5,676937
7182,5,23516414
7182,5,21714269
7182,5,17538571
7182,5,19974022
7182,4,34612131
7182,5,11927311
7182,5,12601913
7182,4,44131190
7182,5,319219
7182,5,20992492
7182,4,300810
7182,4,2444916
7182,4,50796456
7182,4,43801725
7182,3,219493
7182,5,143247
7182,4,38145434
7182,5,2839399
7182,5,20873755
7182,5,14569513
7182,5,125368
7182,4,16412536
7182,5,10884555
7182,5,18007119
7182,5,47796796
7182,5,12050162
7182,5,47939258
7182,5,20471903
7182,5,1369523
7182,4,16581575
7182,5,24162017
7182,5,15166109
7182,4,18980754
7182,4,24621469
7182,5,18131269
7182,5,23905269
7182,4,23283210
7182,4,9564198
7182,5,14173434
7182,5,3698606
7182,5,40481790
7182,4,21204337
7182,5,29092404
7182,4,14515842
7182,5,13363427
7182,4,18754522
7182,4,9972186
7182,5,46917633
7182,5,23677792
7182,5,12259473
7182,5,18206655
7182,5,19674995
7182,5,341985
7182,4,42202276
7182,5,10324447
7182,5,143485
7182,5,15573973
7182,4,18899013
7182,5,19049328
7182,5,1180138
7182,5,39472629
7182,5,26337051
7182,5,749988
7182,4,20011013
7182,4,17748125
7182,5,158576
7182,5,13577585
7182,5,49188005
7182,4,31394982
7182,5,13529886
7182,5,42532274
7182,4,174541
7182,5,26309774
7182,5,14315429
7182,5,33072806
7182,5,50915556
7182,5,33718161
7182,5,15305824
7182,5,24331993
7182,4,2975277
7182,5,2043817
7182,4,42416609
7182,4,1820813
7182,5,47370130
7182,5,44900248
7182,4,41724080
7182,5,792596
7182,5,28581092
7182,5,14250726
7182,4,14054766
7182,3,48756437
7182,3,28736123
7182,5,36872336
7182,4,3010670
7182,5,13895839
7182,5,46117227
7182,5,12939903
7182,5,5001692
7182,5,27169479
7182,5,6007538
7182,5,25189829
7182,5,43217023
7182,5,39406815
7182,5,26006963
7182,5,24037047
7182,5,29866142
7182,5,1978791
7182,5,11975173
7182,5,31260165
7182,,24929679
7182,,2754127
7182,,21212013
7182,,135524
7182,,42599998
7182,,9808333
7182,,48023385
7182,,48959028
432,5,1830565
432,5,147918
432,4,20886728
432,5,20737314
432,4,23026023
432,4,193547
432,5,13526632
432,5,42194372
432,4,37990472
432,5,52811628
432,5,41217062
432,5,37293313
432,5,46336021
432,5,14783707
432,5,22631928
432,5,12290054
432,5,2055063
432,5,13940487
432,5,43114127
432,4,13137510
432,4,33177916
432,5,1397686
432,5,45880701
432,5,196208
432,4,14007674
432,5,10083108
432,3,9590974
432,4,120586
432,5,2294292
432,4,20737314
432,5,1989345
432,5,28622495
432,5,32588808
432,5,13647366
432,5,17130045
432,5,42599998
432,4,13804717
432,5,44732323
432,5,51711274
432,5,46847564
432,5,29625798
432,5,13346022
432,5,24187297
432,5,1142401
432,5,28483952
432,5,633824
432,5,21155796
432,5,19711512
432,5,22951343
432,5,4788827
432,5,22504911
432,5,45061643
432,5,45418309
432,5,680427
432,3,48252051
432,5,52517756
432,5,19891447
432,4,20963589
432,5,18598950
432,5,31222274
432,5,2427599
432,5,49881410
432,5,20238293
432,4,7137043
432,5,6045578
432,5,21714866
432,4,2430654
432,5,22509782
432,5,14943157
432,4,6082632
432,5,43654918
432,5,2687770
432,4,6832482
432,5,11296176
